day,month,week,hour,input,output
3,7,5,12,"[8454.65, 8453.1, 8451.8, 8451.05, 8448.75, 8448.75, 8448.25, 8447.5, 8448.95, 8448.3, 8448.2, 8447.35, 8447.45, 8445.9, 8447.95, 8449.45, 8449.8, 8450.55, 8449.0, 8450.3, 8450.7, 8445.55, 8447.35, 8449.35, 8450.35, 8452.9, 8450.75, 8450.5, 8450.35, 8452.0, 8450.3, 8449.75, 8448.0, 8448.7, 8446.05, 8443.0, 8444.15, 8446.0, 8444.35, 8445.95, 8444.85, 8443.9, 8442.1, 8443.2, 8442.75, 8444.7, 8442.35, 8442.0, 8442.9, 8444.4, 8446.25, 8445.2, 8446.3, 8446.55, 8447.75, 8446.45, 8446.6, 8447.55, 8446.55, 8444.95]","[8454.65, 8453.1, 8451.8, 8451.05, 8448.75, 8448.75, 8448.25, 8447.5, 8448.95, 8448.3, 8448.2, 8447.35, 8447.45, 8445.9, 8447.95, 8449.45, 8449.8, 8450.55, 8449.0, 8450.3, 8450.7, 8445.55, 8447.35, 8449.35, 8450.35, 8452.9, 8450.75, 8450.5, 8450.35, 8452.0, 8450.3, 8449.75, 8448.0, 8448.7, 8446.05, 8443.0, 8444.15, 8446.0, 8444.35, 8445.95, 8444.85, 8443.9, 8442.1, 8443.2, 8442.75, 8444.7, 8442.35, 8442.0, 8442.9, 8444.4, 8446.25, 8445.2, 8446.3, 8446.55, 8447.75, 8446.45, 8446.6, 8447.55, 8446.55, 8444.95, 8444.45, 8446.85, 8447.55, 8447.65, 8450.35, 8450.05, 8448.75, 8449.8, 8449.15, 8448.95, 8448.15, 8448.1, 8447.7, 8446.95, 8448.75, 8448.8, 8446.8, 8447.05, 8445.25, 8445.3, 8443.95, 8445.6, 8433.6, 8434.45, 8428.8, 8433.3, 8431.65, 8429.35, 8423.35, 8417.3]"
3,7,5,13,"[8444.45, 8446.85, 8447.55, 8447.65, 8450.35, 8450.05, 8448.75, 8449.8, 8449.15, 8448.95, 8448.15, 8448.1, 8447.7, 8446.95, 8448.75, 8448.8, 8446.8, 8447.05, 8445.25, 8445.3, 8443.95, 8445.6, 8433.6, 8434.45, 8428.8, 8433.3, 8431.65, 8429.35, 8423.35, 8417.3, 8420.0, 8426.4, 8423.55, 8420.75, 8413.9, 8421.35, 8422.65, 8423.4, 8423.65, 8423.5, 8417.05, 8418.85, 8419.5, 8416.2, 8417.95, 8418.85, 8420.75, 8416.5, 8412.9, 8411.6, 8414.65, 8419.8, 8416.3, 8420.5, 8420.75, 8418.65, 8418.7, 8419.7, 8418.35, 8415.25]","[8444.45, 8446.85, 8447.55, 8447.65, 8450.35, 8450.05, 8448.75, 8449.8, 8449.15, 8448.95, 8448.15, 8448.1, 8447.7, 8446.95, 8448.75, 8448.8, 8446.8, 8447.05, 8445.25, 8445.3, 8443.95, 8445.6, 8433.6, 8434.45, 8428.8, 8433.3, 8431.65, 8429.35, 8423.35, 8417.3, 8420.0, 8426.4, 8423.55, 8420.75, 8413.9, 8421.35, 8422.65, 8423.4, 8423.65, 8423.5, 8417.05, 8418.85, 8419.5, 8416.2, 8417.95, 8418.85, 8420.75, 8416.5, 8412.9, 8411.6, 8414.65, 8419.8, 8416.3, 8420.5, 8420.75, 8418.65, 8418.7, 8419.7, 8418.35, 8415.25, 8417.4, 8417.2, 8420.9, 8424.55, 8426.6, 8429.3, 8428.05, 8428.6, 8428.6, 8428.8, 8428.7, 8430.45, 8431.65, 8431.45, 8432.15, 8430.8, 8427.05, 8425.7, 8424.55, 8426.1, 8428.35, 8426.35, 8425.9, 8426.3, 8425.55, 8425.75, 8424.35, 8423.0, 8419.55, 8419.35]"
4,7,5,10,"[8461.1, 8460.45, 8463.3, 8464.4, 8465.5, 8467.1, 8469.4, 8469.05, 8471.3, 8467.4, 8466.05, 8466.75, 8469.35, 8466.85, 8469.75, 8472.25, 8469.05, 8469.35, 8471.05, 8470.4, 8470.45, 8472.8, 8474.5, 8474.45, 8474.05, 8473.9, 8474.55, 8473.3, 8472.7, 8474.95, 8473.95, 8476.5, 8474.0, 8471.2, 8472.35, 8471.7, 8471.3, 8469.5, 8468.9, 8467.3, 8468.6, 8469.65, 8469.2, 8471.45, 8471.15, 8473.7, 8469.95, 8471.45, 8472.25, 8473.45, 8474.85, 8475.05, 8475.35, 8474.5, 8476.35, 8478.5, 8476.75, 8478.55, 8479.75, 8480.05]","[8461.1, 8460.45, 8463.3, 8464.4, 8465.5, 8467.1, 8469.4, 8469.05, 8471.3, 8467.4, 8466.05, 8466.75, 8469.35, 8466.85, 8469.75, 8472.25, 8469.05, 8469.35, 8471.05, 8470.4, 8470.45, 8472.8, 8474.5, 8474.45, 8474.05, 8473.9, 8474.55, 8473.3, 8472.7, 8474.95, 8473.95, 8476.5, 8474.0, 8471.2, 8472.35, 8471.7, 8471.3, 8469.5, 8468.9, 8467.3, 8468.6, 8469.65, 8469.2, 8471.45, 8471.15, 8473.7, 8469.95, 8471.45, 8472.25, 8473.45, 8474.85, 8475.05, 8475.35, 8474.5, 8476.35, 8478.5, 8476.75, 8478.55, 8479.75, 8480.05, 8495.65, 8499.55, 8494.7, 8498.5, 8499.6, 8502.7, 8501.0, 8498.95, 8498.2, 8497.7, 8493.95, 8495.1, 8495.45, 8495.6, 8496.7, 8494.85, 8494.6, 8493.35, 8493.45, 8492.2, 8493.45, 8493.6, 8495.4, 8496.65, 8497.35, 8501.3, 8501.15, 8500.6, 8501.95, 8500.0]"
4,7,5,11,"[8495.65, 8499.55, 8494.7, 8498.5, 8499.6, 8502.7, 8501.0, 8498.95, 8498.2, 8497.7, 8493.95, 8495.1, 8495.45, 8495.6, 8496.7, 8494.85, 8494.6, 8493.35, 8493.45, 8492.2, 8493.45, 8493.6, 8495.4, 8496.65, 8497.35, 8501.3, 8501.15, 8500.6, 8501.95, 8500.0, 8500.6, 8500.75, 8500.8, 8499.2, 8499.0, 8502.15, 8501.0, 8502.45, 8501.15, 8499.95, 8504.65, 8505.0, 8503.6, 8505.9, 8507.3, 8506.8, 8506.8, 8504.75, 8505.35, 8505.35, 8506.0, 8505.65, 8507.1, 8507.45, 8507.5, 8508.4, 8509.15, 8509.65, 8511.7, 8509.95]","[8495.65, 8499.55, 8494.7, 8498.5, 8499.6, 8502.7, 8501.0, 8498.95, 8498.2, 8497.7, 8493.95, 8495.1, 8495.45, 8495.6, 8496.7, 8494.85, 8494.6, 8493.35, 8493.45, 8492.2, 8493.45, 8493.6, 8495.4, 8496.65, 8497.35, 8501.3, 8501.15, 8500.6, 8501.95, 8500.0, 8500.6, 8500.75, 8500.8, 8499.2, 8499.0, 8502.15, 8501.0, 8502.45, 8501.15, 8499.95, 8504.65, 8505.0, 8503.6, 8505.9, 8507.3, 8506.8, 8506.8, 8504.75, 8505.35, 8505.35, 8506.0, 8505.65, 8507.1, 8507.45, 8507.5, 8508.4, 8509.15, 8509.65, 8511.7, 8509.95, 8510.5, 8509.45, 8507.85, 8507.3, 8506.0, 8505.25, 8504.65, 8504.15, 8506.75, 8507.95, 8507.2, 8509.9, 8512.35, 8515.4, 8517.85, 8512.35, 8514.3, 8515.55, 8514.9, 8511.55, 8510.0, 8506.8, 8509.1, 8507.8, 8507.3, 8512.95, 8506.6, 8505.65, 8508.95, 8506.9]"
4,7,5,12,"[8510.5, 8509.45, 8507.85, 8507.3, 8506.0, 8505.25, 8504.65, 8504.15, 8506.75, 8507.95, 8507.2, 8509.9, 8512.35, 8515.4, 8517.85, 8512.35, 8514.3, 8515.55, 8514.9, 8511.55, 8510.0, 8506.8, 8509.1, 8507.8, 8507.3, 8512.95, 8506.6, 8505.65, 8508.95, 8506.9, 8507.9, 8510.6, 8509.55, 8509.45, 8511.9, 8510.45, 8507.15, 8509.95, 8510.5, 8511.75, 8513.7, 8513.9, 8513.45, 8512.75, 8510.85, 8514.6, 8510.85, 8508.55, 8509.3, 8511.75, 8513.65, 8514.35, 8512.9, 8510.0, 8510.4, 8508.8, 8506.8, 8505.55, 8508.4, 8510.25]","[8510.5, 8509.45, 8507.85, 8507.3, 8506.0, 8505.25, 8504.65, 8504.15, 8506.75, 8507.95, 8507.2, 8509.9, 8512.35, 8515.4, 8517.85, 8512.35, 8514.3, 8515.55, 8514.9, 8511.55, 8510.0, 8506.8, 8509.1, 8507.8, 8507.3, 8512.95, 8506.6, 8505.65, 8508.95, 8506.9, 8507.9, 8510.6, 8509.55, 8509.45, 8511.9, 8510.45, 8507.15, 8509.95, 8510.5, 8511.75, 8513.7, 8513.9, 8513.45, 8512.75, 8510.85, 8514.6, 8510.85, 8508.55, 8509.3, 8511.75, 8513.65, 8514.35, 8512.9, 8510.0, 8510.4, 8508.8, 8506.8, 8505.55, 8508.4, 8510.25, 8508.1, 8508.4, 8511.35, 8512.05, 8511.4, 8509.15, 8511.75, 8510.05, 8511.2, 8512.0, 8512.5, 8510.95, 8511.6, 8511.85, 8514.0, 8510.8, 8511.2, 8510.7, 8514.2, 8516.6, 8517.4, 8519.75, 8522.55, 8518.35, 8519.7, 8521.8, 8520.7, 8523.75, 8521.8, 8520.8]"
4,7,5,13,"[8508.1, 8508.4, 8511.35, 8512.05, 8511.4, 8509.15, 8511.75, 8510.05, 8511.2, 8512.0, 8512.5, 8510.95, 8511.6, 8511.85, 8514.0, 8510.8, 8511.2, 8510.7, 8514.2, 8516.6, 8517.4, 8519.75, 8522.55, 8518.35, 8519.7, 8521.8, 8520.7, 8523.75, 8521.8, 8520.8, 8521.55, 8526.55, 8524.95, 8525.4, 8522.0, 8528.1, 8527.0, 8525.25, 8525.75, 8529.9, 8527.3, 8528.4, 8527.8, 8533.25, 8534.55, 8535.55, 8534.25, 8535.05, 8536.1, 8536.9, 8535.6, 8540.35, 8540.1, 8539.05, 8538.15, 8537.3, 8536.3, 8535.1, 8536.8, 8538.95]","[8508.1, 8508.4, 8511.35, 8512.05, 8511.4, 8509.15, 8511.75, 8510.05, 8511.2, 8512.0, 8512.5, 8510.95, 8511.6, 8511.85, 8514.0, 8510.8, 8511.2, 8510.7, 8514.2, 8516.6, 8517.4, 8519.75, 8522.55, 8518.35, 8519.7, 8521.8, 8520.7, 8523.75, 8521.8, 8520.8, 8521.55, 8526.55, 8524.95, 8525.4, 8522.0, 8528.1, 8527.0, 8525.25, 8525.75, 8529.9, 8527.3, 8528.4, 8527.8, 8533.25, 8534.55, 8535.55, 8534.25, 8535.05, 8536.1, 8536.9, 8535.6, 8540.35, 8540.1, 8539.05, 8538.15, 8537.3, 8536.3, 8535.1, 8536.8, 8538.95, 8538.8, 8537.3, 8538.7, 8538.7, 8537.5, 8534.3, 8535.7, 8539.0, 8537.85, 8540.45, 8542.0, 8541.05, 8540.2, 8540.1, 8538.95, 8537.5, 8537.25, 8534.8, 8539.8, 8543.7, 8543.75, 8543.5, 8542.15, 8541.1, 8543.5, 8546.2, 8544.1, 8542.55, 8543.45, 8544.75]"
0,8,2,10,"[8544.7, 8545.4, 8547.9, 8550.2, 8552.45, 8556.05, 8556.9, 8556.25, 8555.05, 8555.9, 8557.0, 8559.85, 8559.15, 8559.1, 8558.85, 8557.05, 8553.4, 8551.15, 8553.65, 8553.95, 8553.9, 8553.45, 8554.45, 8556.8, 8556.55, 8554.85, 8551.7, 8550.55, 8550.2, 8542.85, 8545.6, 8547.85, 8546.85, 8546.05, 8550.15, 8551.75, 8551.45, 8548.4, 8549.95, 8550.15, 8550.35, 8551.95, 8553.45, 8554.3, 8554.15, 8553.75, 8555.0, 8553.4, 8550.7, 8548.1, 8546.25, 8547.1, 8547.1, 8549.5, 8548.8, 8549.5, 8548.9, 8550.45, 8550.25, 8551.0]","[8544.7, 8545.4, 8547.9, 8550.2, 8552.45, 8556.05, 8556.9, 8556.25, 8555.05, 8555.9, 8557.0, 8559.85, 8559.15, 8559.1, 8558.85, 8557.05, 8553.4, 8551.15, 8553.65, 8553.95, 8553.9, 8553.45, 8554.45, 8556.8, 8556.55, 8554.85, 8551.7, 8550.55, 8550.2, 8542.85, 8545.6, 8547.85, 8546.85, 8546.05, 8550.15, 8551.75, 8551.45, 8548.4, 8549.95, 8550.15, 8550.35, 8551.95, 8553.45, 8554.3, 8554.15, 8553.75, 8555.0, 8553.4, 8550.7, 8548.1, 8546.25, 8547.1, 8547.1, 8549.5, 8548.8, 8549.5, 8548.9, 8550.45, 8550.25, 8551.0, 8550.1, 8550.0, 8550.95, 8550.6, 8549.8, 8550.3, 8549.95, 8551.55, 8552.2, 8552.85, 8551.95, 8549.8, 8550.0, 8550.2, 8551.45, 8550.8, 8549.3, 8550.55, 8550.0, 8551.3, 8550.15, 8550.9, 8553.25, 8556.6, 8555.2, 8556.25, 8555.55, 8555.45, 8556.35, 8554.85]"
0,8,2,11,"[8550.1, 8550.0, 8550.95, 8550.6, 8549.8, 8550.3, 8549.95, 8551.55, 8552.2, 8552.85, 8551.95, 8549.8, 8550.0, 8550.2, 8551.45, 8550.8, 8549.3, 8550.55, 8550.0, 8551.3, 8550.15, 8550.9, 8553.25, 8556.6, 8555.2, 8556.25, 8555.55, 8555.45, 8556.35, 8554.85, 8555.85, 8554.4, 8555.65, 8552.2, 8554.5, 8555.7, 8555.25, 8555.65, 8554.1, 8555.65, 8559.0, 8557.6, 8559.5, 8559.2, 8560.6, 8561.3, 8562.9, 8560.5, 8562.65, 8561.45, 8559.8, 8557.95, 8555.5, 8555.0, 8556.8, 8556.9, 8558.55, 8556.15, 8552.05, 8553.9]","[8550.1, 8550.0, 8550.95, 8550.6, 8549.8, 8550.3, 8549.95, 8551.55, 8552.2, 8552.85, 8551.95, 8549.8, 8550.0, 8550.2, 8551.45, 8550.8, 8549.3, 8550.55, 8550.0, 8551.3, 8550.15, 8550.9, 8553.25, 8556.6, 8555.2, 8556.25, 8555.55, 8555.45, 8556.35, 8554.85, 8555.85, 8554.4, 8555.65, 8552.2, 8554.5, 8555.7, 8555.25, 8555.65, 8554.1, 8555.65, 8559.0, 8557.6, 8559.5, 8559.2, 8560.6, 8561.3, 8562.9, 8560.5, 8562.65, 8561.45, 8559.8, 8557.95, 8555.5, 8555.0, 8556.8, 8556.9, 8558.55, 8556.15, 8552.05, 8553.9, 8555.5, 8556.9, 8557.0, 8559.35, 8560.15, 8559.75, 8558.75, 8557.95, 8558.0, 8559.45, 8558.5, 8558.85, 8560.6, 8560.15, 8561.15, 8560.45, 8556.35, 8556.95, 8560.05, 8560.25, 8558.5, 8557.75, 8558.4, 8558.8, 8559.05, 8561.4, 8557.7, 8558.5, 8558.3, 8556.8]"
0,8,2,12,"[8555.5, 8556.9, 8557.0, 8559.35, 8560.15, 8559.75, 8558.75, 8557.95, 8558.0, 8559.45, 8558.5, 8558.85, 8560.6, 8560.15, 8561.15, 8560.45, 8556.35, 8556.95, 8560.05, 8560.25, 8558.5, 8557.75, 8558.4, 8558.8, 8559.05, 8561.4, 8557.7, 8558.5, 8558.3, 8556.8, 8556.0, 8557.6, 8559.7, 8563.7, 8561.6, 8561.9, 8561.2, 8562.15, 8562.6, 8559.25, 8560.55, 8560.45, 8562.35, 8562.25, 8561.8, 8560.55, 8560.9, 8561.8, 8561.05, 8559.85, 8559.7, 8560.55, 8561.45, 8559.95, 8561.15, 8562.9, 8561.5, 8561.05, 8561.7, 8559.3]","[8555.5, 8556.9, 8557.0, 8559.35, 8560.15, 8559.75, 8558.75, 8557.95, 8558.0, 8559.45, 8558.5, 8558.85, 8560.6, 8560.15, 8561.15, 8560.45, 8556.35, 8556.95, 8560.05, 8560.25, 8558.5, 8557.75, 8558.4, 8558.8, 8559.05, 8561.4, 8557.7, 8558.5, 8558.3, 8556.8, 8556.0, 8557.6, 8559.7, 8563.7, 8561.6, 8561.9, 8561.2, 8562.15, 8562.6, 8559.25, 8560.55, 8560.45, 8562.35, 8562.25, 8561.8, 8560.55, 8560.9, 8561.8, 8561.05, 8559.85, 8559.7, 8560.55, 8561.45, 8559.95, 8561.15, 8562.9, 8561.5, 8561.05, 8561.7, 8559.3, 8558.8, 8554.1, 8551.15, 8549.05, 8548.55, 8548.55, 8545.2, 8545.3, 8545.0, 8544.55, 8545.05, 8544.25, 8546.15, 8545.55, 8538.55, 8536.55, 8535.5, 8531.85, 8530.2, 8535.3, 8537.85, 8542.45, 8544.5, 8549.9, 8549.9, 8547.75, 8550.6, 8547.7, 8549.0, 8549.85]"
0,8,2,13,"[8558.8, 8554.1, 8551.15, 8549.05, 8548.55, 8548.55, 8545.2, 8545.3, 8545.0, 8544.55, 8545.05, 8544.25, 8546.15, 8545.55, 8538.55, 8536.55, 8535.5, 8531.85, 8530.2, 8535.3, 8537.85, 8542.45, 8544.5, 8549.9, 8549.9, 8547.75, 8550.6, 8547.7, 8549.0, 8549.85, 8550.9, 8551.5, 8548.4, 8549.55, 8550.0, 8549.4, 8549.2, 8551.85, 8551.0, 8551.35, 8544.2, 8543.95, 8546.55, 8548.4, 8545.95, 8545.05, 8547.85, 8544.7, 8541.4, 8542.45, 8542.4, 8542.7, 8541.5, 8542.75, 8542.3, 8546.6, 8548.05, 8547.95, 8549.8, 8551.85]","[8558.8, 8554.1, 8551.15, 8549.05, 8548.55, 8548.55, 8545.2, 8545.3, 8545.0, 8544.55, 8545.05, 8544.25, 8546.15, 8545.55, 8538.55, 8536.55, 8535.5, 8531.85, 8530.2, 8535.3, 8537.85, 8542.45, 8544.5, 8549.9, 8549.9, 8547.75, 8550.6, 8547.7, 8549.0, 8549.85, 8550.9, 8551.5, 8548.4, 8549.55, 8550.0, 8549.4, 8549.2, 8551.85, 8551.0, 8551.35, 8544.2, 8543.95, 8546.55, 8548.4, 8545.95, 8545.05, 8547.85, 8544.7, 8541.4, 8542.45, 8542.4, 8542.7, 8541.5, 8542.75, 8542.3, 8546.6, 8548.05, 8547.95, 8549.8, 8551.85, 8551.15, 8553.75, 8551.1, 8553.25, 8553.0, 8553.85, 8552.15, 8553.75, 8553.0, 8553.4, 8555.9, 8557.55, 8556.75, 8553.5, 8553.35, 8555.7, 8555.55, 8556.7, 8557.45, 8559.5, 8563.25, 8562.1, 8560.05, 8559.7, 8557.6, 8550.0, 8550.3, 8550.8, 8550.15, 8550.2]"
1,8,2,10,"[8520.45, 8520.0, 8520.0, 8520.8, 8521.15, 8520.25, 8517.7, 8516.55, 8517.75, 8515.15, 8517.55, 8516.0, 8516.35, 8515.1, 8514.3, 8511.55, 8509.1, 8505.15, 8508.3, 8510.1, 8511.75, 8513.85, 8514.15, 8513.95, 8514.05, 8508.5, 8508.4, 8505.5, 8506.25, 8507.2, 8510.5, 8509.5, 8509.3, 8507.5, 8495.3, 8495.4, 8498.0, 8502.1, 8502.35, 8505.25, 8503.9, 8504.9, 8505.65, 8507.4, 8506.2, 8507.85, 8507.35, 8511.05, 8510.75, 8511.05, 8510.7, 8510.25, 8507.7, 8504.4, 8505.7, 8505.75, 8507.9, 8508.0, 8506.2, 8506.4]","[8520.45, 8520.0, 8520.0, 8520.8, 8521.15, 8520.25, 8517.7, 8516.55, 8517.75, 8515.15, 8517.55, 8516.0, 8516.35, 8515.1, 8514.3, 8511.55, 8509.1, 8505.15, 8508.3, 8510.1, 8511.75, 8513.85, 8514.15, 8513.95, 8514.05, 8508.5, 8508.4, 8505.5, 8506.25, 8507.2, 8510.5, 8509.5, 8509.3, 8507.5, 8495.3, 8495.4, 8498.0, 8502.1, 8502.35, 8505.25, 8503.9, 8504.9, 8505.65, 8507.4, 8506.2, 8507.85, 8507.35, 8511.05, 8510.75, 8511.05, 8510.7, 8510.25, 8507.7, 8504.4, 8505.7, 8505.75, 8507.9, 8508.0, 8506.2, 8506.4, 8525.3, 8504.4, 8507.5, 8506.3, 8502.8, 8514.05, 8511.75, 8520.4, 8521.3, 8532.4, 8530.95, 8527.15, 8525.35, 8520.1, 8524.4, 8517.1, 8520.95, 8522.25, 8521.35, 8522.8, 8527.25, 8533.75, 8535.7, 8537.85, 8540.65, 8541.2, 8544.35, 8554.95, 8554.7, 8549.55]"
1,8,2,11,"[8525.3, 8504.4, 8507.5, 8506.3, 8502.8, 8514.05, 8511.75, 8520.4, 8521.3, 8532.4, 8530.95, 8527.15, 8525.35, 8520.1, 8524.4, 8517.1, 8520.95, 8522.25, 8521.35, 8522.8, 8527.25, 8533.75, 8535.7, 8537.85, 8540.65, 8541.2, 8544.35, 8554.95, 8554.7, 8549.55, 8547.85, 8544.8, 8542.55, 8543.15, 8538.3, 8538.95, 8542.5, 8540.85, 8539.45, 8536.05, 8538.25, 8536.45, 8536.8, 8537.7, 8537.3, 8538.2, 8535.45, 8533.6, 8535.5, 8537.45, 8538.0, 8538.15, 8539.1, 8540.4, 8538.9, 8538.35, 8538.05, 8536.35, 8537.1, 8532.55]","[8525.3, 8504.4, 8507.5, 8506.3, 8502.8, 8514.05, 8511.75, 8520.4, 8521.3, 8532.4, 8530.95, 8527.15, 8525.35, 8520.1, 8524.4, 8517.1, 8520.95, 8522.25, 8521.35, 8522.8, 8527.25, 8533.75, 8535.7, 8537.85, 8540.65, 8541.2, 8544.35, 8554.95, 8554.7, 8549.55, 8547.85, 8544.8, 8542.55, 8543.15, 8538.3, 8538.95, 8542.5, 8540.85, 8539.45, 8536.05, 8538.25, 8536.45, 8536.8, 8537.7, 8537.3, 8538.2, 8535.45, 8533.6, 8535.5, 8537.45, 8538.0, 8538.15, 8539.1, 8540.4, 8538.9, 8538.35, 8538.05, 8536.35, 8537.1, 8532.55, 8526.2, 8520.9, 8522.0, 8520.55, 8513.8, 8508.4, 8504.65, 8506.25, 8503.0, 8497.95, 8505.4, 8506.2, 8510.75, 8510.05, 8510.1, 8511.55, 8508.55, 8509.6, 8510.4, 8507.15, 8509.8, 8508.55, 8512.25, 8514.6, 8512.9, 8509.4, 8510.75, 8513.55, 8509.45, 8511.8]"
1,8,2,12,"[8526.2, 8520.9, 8522.0, 8520.55, 8513.8, 8508.4, 8504.65, 8506.25, 8503.0, 8497.95, 8505.4, 8506.2, 8510.75, 8510.05, 8510.1, 8511.55, 8508.55, 8509.6, 8510.4, 8507.15, 8509.8, 8508.55, 8512.25, 8514.6, 8512.9, 8509.4, 8510.75, 8513.55, 8509.45, 8511.8, 8510.55, 8511.95, 8512.8, 8511.45, 8513.0, 8509.7, 8507.95, 8501.5, 8502.1, 8502.25, 8501.1, 8489.6, 8484.2, 8459.4, 8456.15, 8450.3, 8457.0, 8461.35, 8457.8, 8456.4, 8454.1, 8453.5, 8458.15, 8462.85, 8464.8, 8462.95, 8463.8, 8468.6, 8468.9, 8467.15]","[8526.2, 8520.9, 8522.0, 8520.55, 8513.8, 8508.4, 8504.65, 8506.25, 8503.0, 8497.95, 8505.4, 8506.2, 8510.75, 8510.05, 8510.1, 8511.55, 8508.55, 8509.6, 8510.4, 8507.15, 8509.8, 8508.55, 8512.25, 8514.6, 8512.9, 8509.4, 8510.75, 8513.55, 8509.45, 8511.8, 8510.55, 8511.95, 8512.8, 8511.45, 8513.0, 8509.7, 8507.95, 8501.5, 8502.1, 8502.25, 8501.1, 8489.6, 8484.2, 8459.4, 8456.15, 8450.3, 8457.0, 8461.35, 8457.8, 8456.4, 8454.1, 8453.5, 8458.15, 8462.85, 8464.8, 8462.95, 8463.8, 8468.6, 8468.9, 8467.15, 8466.95, 8462.9, 8462.35, 8463.6, 8465.45, 8466.0, 8467.5, 8472.9, 8472.3, 8471.05, 8473.9, 8467.4, 8471.05, 8470.9, 8465.85, 8466.65, 8467.75, 8468.45, 8468.25, 8470.25, 8469.15, 8469.35, 8472.25, 8472.05, 8471.45, 8472.95, 8473.8, 8483.8, 8481.85, 8479.6]"
1,8,2,13,"[8466.95, 8462.9, 8462.35, 8463.6, 8465.45, 8466.0, 8467.5, 8472.9, 8472.3, 8471.05, 8473.9, 8467.4, 8471.05, 8470.9, 8465.85, 8466.65, 8467.75, 8468.45, 8468.25, 8470.25, 8469.15, 8469.35, 8472.25, 8472.05, 8471.45, 8472.95, 8473.8, 8483.8, 8481.85, 8479.6, 8480.4, 8481.35, 8484.45, 8479.8, 8476.8, 8478.85, 8480.55, 8480.75, 8482.6, 8484.05, 8482.9, 8487.05, 8484.6, 8486.85, 8487.95, 8488.35, 8491.45, 8507.95, 8508.95, 8517.0, 8516.05, 8517.6, 8515.65, 8510.0, 8508.05, 8513.0, 8514.95, 8519.3, 8518.0, 8517.9]","[8466.95, 8462.9, 8462.35, 8463.6, 8465.45, 8466.0, 8467.5, 8472.9, 8472.3, 8471.05, 8473.9, 8467.4, 8471.05, 8470.9, 8465.85, 8466.65, 8467.75, 8468.45, 8468.25, 8470.25, 8469.15, 8469.35, 8472.25, 8472.05, 8471.45, 8472.95, 8473.8, 8483.8, 8481.85, 8479.6, 8480.4, 8481.35, 8484.45, 8479.8, 8476.8, 8478.85, 8480.55, 8480.75, 8482.6, 8484.05, 8482.9, 8487.05, 8484.6, 8486.85, 8487.95, 8488.35, 8491.45, 8507.95, 8508.95, 8517.0, 8516.05, 8517.6, 8515.65, 8510.0, 8508.05, 8513.0, 8514.95, 8519.3, 8518.0, 8517.9, 8519.35, 8517.55, 8511.85, 8510.9, 8512.05, 8513.95, 8512.55, 8515.0, 8516.35, 8511.9, 8508.2, 8512.3, 8513.6, 8513.45, 8513.95, 8514.3, 8515.0, 8518.85, 8518.05, 8518.9, 8518.65, 8520.25, 8518.55, 8515.25, 8516.5, 8514.8, 8512.85, 8512.8, 8514.6, 8513.75]"
2,8,2,10,"[8576.55, 8577.3, 8577.65, 8577.0, 8580.1, 8580.85, 8580.5, 8583.8, 8587.25, 8585.0, 8585.0, 8584.6, 8580.55, 8581.8, 8581.1, 8581.4, 8583.7, 8582.85, 8579.75, 8580.4, 8577.8, 8576.9, 8577.45, 8579.7, 8580.05, 8578.45, 8581.1, 8579.9, 8578.1, 8579.05, 8579.9, 8578.4, 8573.4, 8572.35, 8567.7, 8570.25, 8568.85, 8567.9, 8568.55, 8567.95, 8567.95, 8566.35, 8568.7, 8571.6, 8573.8, 8575.0, 8578.35, 8573.4, 8575.35, 8574.7, 8574.65, 8576.65, 8575.8, 8574.85, 8576.25, 8578.4, 8578.5, 8579.7, 8579.95, 8579.4]","[8576.55, 8577.3, 8577.65, 8577.0, 8580.1, 8580.85, 8580.5, 8583.8, 8587.25, 8585.0, 8585.0, 8584.6, 8580.55, 8581.8, 8581.1, 8581.4, 8583.7, 8582.85, 8579.75, 8580.4, 8577.8, 8576.9, 8577.45, 8579.7, 8580.05, 8578.45, 8581.1, 8579.9, 8578.1, 8579.05, 8579.9, 8578.4, 8573.4, 8572.35, 8567.7, 8570.25, 8568.85, 8567.9, 8568.55, 8567.95, 8567.95, 8566.35, 8568.7, 8571.6, 8573.8, 8575.0, 8578.35, 8573.4, 8575.35, 8574.7, 8574.65, 8576.65, 8575.8, 8574.85, 8576.25, 8578.4, 8578.5, 8579.7, 8579.95, 8579.4, 8580.25, 8578.0, 8570.55, 8572.75, 8572.75, 8574.8, 8574.0, 8571.55, 8573.15, 8572.7, 8572.55, 8573.0, 8573.4, 8573.75, 8574.45, 8577.05, 8576.25, 8576.85, 8576.2, 8576.3, 8575.65, 8575.65, 8574.8, 8575.15, 8574.95, 8575.6, 8575.55, 8574.85, 8576.75, 8576.35]"
